Customer ID,recency,frequency,monetary,segment
13329.0,3,7,4323.97,champions
13330.0,92,3,1665.25,at_risk
13331.0,38,1,262.4,about_to_sleep
13333.0,48,3,1015.7399999999999,need_attention
13334.0,173,2,2726.9300000000003,hibernating
13337.0,183,1,1575.2599999999998,hibernating
13338.0,178,3,1958.6000000000001,at_risk
13340.0,54,5,11364.080000000002,loyal_customers
13346.0,99,6,299.40000000000003,at_risk
13357.0,131,4,3228.4100000000003,at_risk
13359.0,40,1,603.75,about_to_sleep
13360.0,68,4,1553.65,loyal_customers
13361.0,109,2,1450.5,hibernating
13362.0,15,3,2303.33,potential_loyalists
13363.0,46,1,731.3599999999999,about_to_sleep
13367.0,68,1,510.2,about_to_sleep
13368.0,51,2,498.1,about_to_sleep
13369.0,2,1,308.28,new_customers
13370.0,8,1,754.8700000000001,new_customers
13371.0,142,2,2297.6600000000003,hibernating
13373.0,52,3,4274.9400000000005,need_attention
13374.0,51,2,422.80000000000007,about_to_sleep
13375.0,81,1,1013.58,hibernating
13377.0,33,2,1552.8799999999999,potential_loyalists
13380.0,69,1,62.4,about_to_sleep
13381.0,16,6,4585.0599999999995,champions
13382.0,65,4,1164.5900000000001,loyal_customers
13383.0,180,1,305.28000000000003,hibernating
13384.0,27,4,2528.8999999999996,loyal_customers
13386.0,51,2,835.46,about_to_sleep
13387.0,54,1,189.44,about_to_sleep
13388.0,240,1,508.55000000000007,hibernating
13392.0,314,1,91.14,hibernating
13393.0,220,4,1131.45,at_risk
13394.0,16,11,4101.68,champions
13395.0,37,2,872.51,potential_loyalists
13397.0,74,5,1647.7399999999998,at_risk
13398.0,85,1,213.00000000000003,hibernating
13399.0,101,3,275.4,at_risk
13400.0,219,1,310.83000000000004,hibernating
13402.0,9,3,913.9000000000001,potential_loyalists
13403.0,24,2,154.5,potential_loyalists
13405.0,118,3,641.36,at_risk
13406.0,64,2,568.9200000000001,about_to_sleep
13407.0,215,3,2244.7,at_risk
13408.0,8,46,23616.422,champions
13410.0,30,4,1198.9,loyal_customers
13412.0,257,1,487.34999999999997,hibernating
13413.0,276,6,429.44,at_risk
13414.0,100,3,1103.6399999999999,at_risk
13415.0,109,4,800.6700000000001,at_risk
13416.0,373,1,228.3,hibernating
13417.0,184,4,1028.66,at_risk
13418.0,9,15,6106.17,champions
13421.0,43,6,2252.04,loyal_customers
13423.0,65,1,217.02999999999997,about_to_sleep
13424.0,86,1,572.77,hibernating
13425.0,145,2,1779.42,hibernating
13426.0,19,12,4526.0599999999995,loyal_customers
13427.0,114,3,423.92999999999995,at_risk
13428.0,151,2,281.51000000000005,hibernating
13431.0,43,6,2047.14,loyal_customers
13432.0,208,2,439.09999999999997,hibernating
13433.0,138,4,658.3199999999999,at_risk
13434.0,22,3,1132.6200000000001,potential_loyalists
13435.0,13,2,665.3400000000001,potential_loyalists
13438.0,184,1,46.5,hibernating
13439.0,25,2,702.8999999999999,potential_loyalists
13440.0,60,7,1295.2500000000002,loyal_customers
13441.0,68,1,424.26,about_to_sleep
13442.0,304,3,419.87000000000006,at_risk
13443.0,85,6,1280.16,at_risk
13444.0,11,2,631.6800000000001,potential_loyalists
13445.0,263,1,241.89999999999998,hibernating
13446.0,67,11,3881.89,loyal_customers
13448.0,10,9,5701.5,champions
13450.0,11,7,2076.32,champions
13451.0,18,6,4214.77,loyal_customers
13452.0,109,1,139.8,hibernating
13453.0,39,1,424.71,about_to_sleep
13454.0,278,1,219.87000000000003,hibernating
13455.0,3,5,1847.59,champions
13457.0,325,2,148.22,hibernating
13458.0,16,2,2312.7000000000003,potential_loyalists
13459.0,261,2,1160.4099999999999,hibernating
13461.0,44,3,2715.0000000000005,need_attention
13462.0,47,4,1002.35,loyal_customers
13464.0,31,5,2422.96,loyal_customers
13465.0,83,2,931.12,hibernating
13466.0,45,4,705.45,loyal_customers
13468.0,5,38,7685.54,champions
13469.0,290,1,82.4,hibernating
13472.0,100,2,592.2399999999999,hibernating
13473.0,211,6,2235.12,at_risk
13474.0,80,2,434.2,hibernating
13476.0,43,3,823.0,need_attention
13477.0,92,5,1379.59,at_risk
13478.0,106,5,2215.78,at_risk
13479.0,89,2,550.42,hibernating
13480.0,53,2,627.82,about_to_sleep
13481.0,11,6,2026.2800000000002,champions
13482.0,264,1,151.45000000000002,hibernating
13484.0,20,2,476.91999999999996,potential_loyalists
13485.0,13,10,2564.98,champions
13487.0,142,2,271.46999999999997,hibernating
13488.0,4,11,6619.57,champions
13490.0,291,1,154.25,hibernating
13491.0,9,18,3350.74,champions
13495.0,5,6,3329.3899999999994,champions
13497.0,5,5,972.28,champions
13498.0,367,1,327.38000000000005,hibernating
13500.0,38,1,299.53,about_to_sleep
13501.0,123,2,1544.79,hibernating
13502.0,52,2,488.5,about_to_sleep
13503.0,116,5,1688.54,at_risk
13506.0,6,4,1180.6799999999998,champions
13508.0,279,1,176.07999999999998,hibernating
13509.0,144,1,135.0,hibernating
13510.0,12,7,2766.73,champions
13511.0,313,1,282.76,hibernating
13512.0,24,3,462.17999999999995,potential_loyalists
13513.0,78,2,619.4900000000002,hibernating
13514.0,65,3,663.7,need_attention
13515.0,86,2,374.7,hibernating
13516.0,54,1,295.84999999999997,about_to_sleep
13519.0,79,1,220.45999999999998,hibernating
13520.0,8,6,3285.05,champions
13523.0,3,2,1136.6399999999999,potential_loyalists
13526.0,375,2,1182.0000000000002,hibernating
13527.0,55,5,2396.2300000000005,loyal_customers
13530.0,271,1,402.98,hibernating
13531.0,3,5,1254.72,champions
13534.0,16,10,1850.8200000000002,champions
13535.0,39,1,89.5,about_to_sleep
13537.0,62,2,717.8499999999999,about_to_sleep
13538.0,33,5,1831.88,loyal_customers
13539.0,57,4,938.02,loyal_customers
13540.0,104,3,632.3900000000001,at_risk
13541.0,64,2,785.25,about_to_sleep
13542.0,13,17,4006.17,champions
13543.0,271,2,1439.61,hibernating
13544.0,48,4,537.5900000000001,loyal_customers
13545.0,27,2,374.64,potential_loyalists
13546.0,19,2,465.15000000000003,potential_loyalists
13547.0,45,1,175.52999999999994,about_to_sleep
13548.0,108,1,226.57999999999998,hibernating
13549.0,24,1,87.6,promising
13550.0,20,1,349.51,promising
13551.0,303,1,152.39999999999998,hibernating
13552.0,65,10,3238.8499999999995,loyal_customers
13553.0,311,1,517.8000000000001,hibernating
13554.0,17,7,1638.2800000000002,loyal_customers
13555.0,15,9,4849.91,champions
13556.0,66,2,200.82,about_to_sleep
13557.0,52,11,2448.2,loyal_customers
13559.0,149,2,990.0,hibernating
13561.0,34,10,1678.8600000000001,loyal_customers
13562.0,38,5,3038.8499999999995,loyal_customers
13564.0,5,35,15500.529999999999,champions
13565.0,48,1,174.57999999999998,about_to_sleep
13566.0,71,3,833.4099999999999,need_attention
13567.0,65,4,1083.69,loyal_customers
13569.0,4,3,520.03,potential_loyalists
13571.0,19,14,2454.2200000000003,loyal_customers
13573.0,16,4,622.0700000000002,champions
13574.0,48,1,421.25000000000006,about_to_sleep
13576.0,10,11,4834.4,champions
13577.0,19,7,1801.68,loyal_customers
13578.0,46,1,147.66,about_to_sleep
13579.0,6,4,1071.9999999999998,champions
13580.0,43,1,107.75,about_to_sleep
13581.0,51,1,162.53,about_to_sleep
13582.0,26,2,241.68,potential_loyalists
13583.0,316,1,664.001,hibernating
13584.0,135,2,250.04999999999998,hibernating
13585.0,167,3,684.54,at_risk
13586.0,178,1,131.52999999999997,hibernating
13587.0,86,3,961.1000000000001,at_risk
13589.0,86,4,741.0900000000001,at_risk
13590.0,12,12,4367.67,champions
13591.0,72,4,976.8100000000001,loyal_customers
13593.0,24,9,3486.6100000000006,loyal_customers
13594.0,122,1,136.35000000000002,hibernating
13595.0,153,3,818.22,at_risk
13597.0,37,2,396.71000000000004,potential_loyalists
13598.0,132,4,609.42,at_risk
13599.0,3,14,5013.960000000001,champions
13600.0,271,1,298.90000000000003,hibernating
13601.0,29,2,491.82000000000005,potential_loyalists
13602.0,18,3,596.2800000000001,potential_loyalists
13604.0,295,1,717.62,hibernating
13605.0,24,2,522.67,potential_loyalists
13607.0,39,1,400.3,about_to_sleep
13608.0,177,1,236.20000000000002,hibernating
13609.0,230,1,167.35000000000002,hibernating
13610.0,24,7,1044.0,loyal_customers
13611.0,11,7,2147.73,champions
13612.0,269,1,818.29,hibernating
13613.0,89,5,1039.85,at_risk
13614.0,30,2,748.73,potential_loyalists
13615.0,36,7,5854.84,loyal_customers
13616.0,205,2,288.1,hibernating
13617.0,45,5,734.57,loyal_customers
13619.0,181,2,231.69000000000003,hibernating
13620.0,165,1,112.34000000000002,hibernating
13622.0,333,1,658.95,hibernating
13623.0,17,5,1818.7099999999998,loyal_customers
13624.0,25,1,462.08000000000004,promising
13625.0,233,1,301.26,hibernating
13626.0,16,1,449.81,new_customers
13627.0,125,2,607.4300000000001,hibernating
13628.0,313,1,310.14,hibernating
13629.0,50,8,5578.5,loyal_customers
13632.0,31,3,1526.8799999999999,potential_loyalists
13634.0,11,11,3498.31,champions
13635.0,79,3,1928.13,at_risk
13639.0,73,1,312.92999999999995,hibernating
13640.0,248,1,405.0,hibernating
13641.0,277,5,1016.4700000000001,at_risk
13642.0,69,3,159.92,need_attention
13643.0,19,7,1637.33,loyal_customers
13646.0,36,2,326.24999999999994,potential_loyalists
13647.0,131,4,1393.5600000000004,at_risk
13648.0,37,8,1764.0200000000002,loyal_customers
13649.0,3,5,1332.28,champions
13650.0,11,4,1451.6599999999999,champions
13651.0,18,1,132.65,promising
13652.0,5,3,1475.77,potential_loyalists
13653.0,124,1,152.2,hibernating
13654.0,17,5,3600.67,loyal_customers
13655.0,11,4,1347.5400000000002,champions
13656.0,136,2,699.2,hibernating
13658.0,20,4,3386.3300000000004,loyal_customers
13659.0,53,10,3321.6800000000003,loyal_customers
13660.0,37,1,314.59,promising
13661.0,240,1,325.24000000000007,hibernating
13662.0,22,8,1352.35,loyal_customers
13663.0,17,4,1858.04,loyal_customers
13665.0,23,3,1711.66,potential_loyalists
13666.0,57,2,43.25,about_to_sleep
13668.0,20,14,6726.35,loyal_customers
13669.0,44,1,195.0,about_to_sleep
13671.0,31,1,194.94999999999996,promising
13672.0,367,1,233.53000000000003,hibernating
13674.0,69,1,240.67999999999998,about_to_sleep
13676.0,176,2,243.9,hibernating
13677.0,41,2,556.19,about_to_sleep
13679.0,130,3,281.26000000000005,at_risk
13680.0,108,8,7713.25,cant_loose
13683.0,94,1,258.6,hibernating
13684.0,27,3,529.7500000000001,potential_loyalists
13686.0,17,2,337.04,potential_loyalists
13687.0,75,1,11880.839999999998,hibernating
13688.0,272,1,375.5,hibernating
13689.0,81,1,349.5,hibernating
13691.0,33,1,212.77999999999997,promising
13692.0,45,2,1626.08,about_to_sleep
13693.0,11,9,2011.82,champions
13694.0,10,94,131443.19,champions
13695.0,214,1,266.59999999999997,hibernating
13696.0,58,3,2020.4,need_attention
13698.0,233,2,465.53000000000003,hibernating
13699.0,187,1,455.57,hibernating
13700.0,54,3,348.34000000000003,need_attention
13701.0,83,1,161.0,hibernating
13702.0,82,1,135.18,hibernating
13703.0,52,1,326.05999999999995,about_to_sleep
13705.0,10,5,1323.47,champions
13706.0,263,1,300.38000000000005,hibernating
13707.0,66,3,2559.4499999999994,need_attention
13709.0,83,5,1263.6999999999998,at_risk
13710.0,60,2,329.04,about_to_sleep
13711.0,43,7,1540.2000000000003,loyal_customers
13712.0,247,1,537.58,hibernating
13713.0,45,3,743.26,need_attention
13714.0,102,1,161.35000000000002,hibernating
13715.0,9,13,7403.95,champions
13717.0,94,2,318.28999999999996,hibernating
13719.0,30,6,1773.5700000000004,loyal_customers
13721.0,32,1,217.39999999999992,promising
13722.0,57,7,3260.0,loyal_customers
13723.0,29,5,1009.3500000000001,loyal_customers
13724.0,274,1,213.01000000000002,hibernating
13727.0,248,6,746.57,at_risk
13728.0,24,10,1839.0300000000002,loyal_customers
13729.0,72,3,724.7300000000002,need_attention
13733.0,47,2,487.03000000000003,about_to_sleep
13734.0,145,4,6701.639999999999,at_risk
13735.0,13,9,6927.98,champions
13736.0,62,5,2034.31,loyal_customers
13738.0,33,1,440.9300000000001,promising
13739.0,164,1,75.3,hibernating
13740.0,52,4,1247.02,loyal_customers
13745.0,183,1,477.3200000000001,hibernating
13746.0,50,1,176.69,about_to_sleep
13747.0,10,2,169.79999999999998,potential_loyalists
13748.0,10,5,1320.1000000000001,champions
13750.0,17,6,1954.92,loyal_customers
13752.0,164,1,404.45,hibernating
13753.0,235,3,1353.31,at_risk
13754.0,74,1,164.45,hibernating
13756.0,4,10,4017.9799999999996,champions
13757.0,311,1,195.55,hibernating
13758.0,3,10,6226.429999999999,champions
13760.0,41,3,1076.85,need_attention
13761.0,139,4,881.52,at_risk
13762.0,230,4,2165.76,at_risk
13763.0,54,2,3502.48,about_to_sleep
13764.0,206,3,1431.5,at_risk
13765.0,290,1,352.82099999999997,hibernating
13766.0,132,1,190.35000000000002,hibernating
13767.0,6,39,18320.17,champions
13768.0,363,2,875.97,hibernating
13769.0,4,11,3003.91,champions
13770.0,59,4,785.3700000000001,loyal_customers
13771.0,170,5,3094.37,at_risk
13772.0,37,5,1982.0900000000001,loyal_customers
13773.0,33,2,301.53999999999996,potential_loyalists
13775.0,227,1,1049.66,hibernating
13776.0,65,2,623.98,about_to_sleep
13777.0,3,37,30501.260000000002,champions
13778.0,128,3,945.7900000000001,at_risk
13779.0,152,1,161.13,hibernating
13780.0,44,1,375.8100000000001,about_to_sleep
13781.0,229,2,650.99,hibernating
13782.0,90,7,881.72,cant_loose
13783.0,124,4,1542.0899999999997,at_risk
13784.0,71,3,447.43999999999994,need_attention
13785.0,65,4,542.49,loyal_customers
13786.0,4,6,3128.5400000000004,champions
13787.0,95,4,913.46,at_risk
13788.0,142,1,3.75,hibernating
13789.0,25,1,239.45999999999998,promising
13792.0,59,1,188.39999999999998,about_to_sleep
13793.0,283,1,96.0,hibernating
13794.0,183,1,126.03,hibernating
13795.0,25,4,836.2999999999998,loyal_customers
13796.0,136,1,289.7,hibernating
13797.0,73,3,1179.45,at_risk
13798.0,9,54,38683.020000000004,champions
13799.0,81,7,2114.71,cant_loose
13800.0,67,2,1121.24,about_to_sleep
13802.0,11,16,21659.690000000002,champions
13803.0,68,2,1061.8400000000001,about_to_sleep
13804.0,72,2,572.73,about_to_sleep
13807.0,4,3,422.20000000000005,potential_loyalists
13809.0,31,2,524.65,potential_loyalists
13813.0,164,4,1398.6100000000001,at_risk
13814.0,164,1,678.1999999999999,hibernating
13815.0,43,4,3448.38,loyal_customers
13818.0,66,1,61.28,about_to_sleep
13819.0,306,3,1502.0,at_risk
13820.0,55,3,660.6500000000001,need_attention
13821.0,30,4,1025.0900000000001,loyal_customers
13823.0,17,5,2445.790000000001,loyal_customers
13824.0,16,7,1615.82,champions
13825.0,258,2,255.59,hibernating
13829.0,58,1,102.0,about_to_sleep
13830.0,218,1,156.85000000000002,hibernating
13831.0,6,13,4820.59,champions
13832.0,59,1,561.49,about_to_sleep
13833.0,41,1,316.56,about_to_sleep
13834.0,213,2,324.19,hibernating
13835.0,156,3,260.7,at_risk
13836.0,36,2,620.3700000000001,potential_loyalists
13838.0,6,7,1274.3600000000001,champions
13839.0,123,1,139.95,hibernating
13840.0,53,1,651.4000000000001,about_to_sleep
13842.0,3,10,2244.29,champions
13843.0,18,1,319.75,promising
13846.0,36,1,442.73,promising
13847.0,356,1,310.71999999999997,hibernating
13848.0,3,6,2080.0,champions
13849.0,34,3,1931.3499999999997,potential_loyalists
13851.0,16,5,1955.0000000000002,champions
13852.0,247,1,187.35000000000002,hibernating
13854.0,2,15,4144.4400000000005,champions
13855.0,137,4,1310.3400000000001,at_risk
13856.0,100,8,753.53,cant_loose
13857.0,30,6,1001.01,loyal_customers
13859.0,166,1,314.7,hibernating
13861.0,66,2,273.26,about_to_sleep
13862.0,26,1,346.72999999999996,promising
13863.0,102,3,933.77,at_risk
13864.0,23,1,662.4000000000001,promising
13869.0,18,6,5006.62,loyal_customers
13870.0,24,7,2941.14,loyal_customers
13871.0,65,4,1482.6,loyal_customers
13872.0,164,3,919.57,at_risk
13873.0,20,5,649.3200000000002,loyal_customers
13874.0,141,6,1508.6999999999998,at_risk
13875.0,24,9,3027.58,loyal_customers
13877.0,107,2,332.4400000000001,hibernating
13878.0,184,3,1191.53,at_risk
13879.0,282,1,395.50000000000006,hibernating
13880.0,4,5,1171.8899999999999,champions
13881.0,12,23,28019.579999999998,champions
13883.0,40,10,3885.5399999999995,loyal_customers
13884.0,13,5,1100.88,champions
13888.0,41,5,1563.42,loyal_customers
13889.0,19,5,1574.3300000000004,loyal_customers
13890.0,11,4,1043.57,champions
13891.0,15,3,863.5600000000002,potential_loyalists
13892.0,114,2,634.6800000000001,hibernating
13895.0,152,2,1415.4499999999998,hibernating
13896.0,262,1,388.55,hibernating
13897.0,75,2,849.56,hibernating
13898.0,48,1,530.4699999999999,about_to_sleep
13900.0,26,3,869.6400000000001,potential_loyalists
13901.0,11,10,2809.1400000000003,champions
13902.0,269,5,34095.26,at_risk
13903.0,37,1,165.45000000000002,promising
13905.0,369,1,312.65000000000003,hibernating
13906.0,46,1,42.0,about_to_sleep
13907.0,328,1,136.8,hibernating
13909.0,60,2,286.5999999999999,about_to_sleep
13911.0,16,11,1654.08,champions
13912.0,60,1,124.94999999999999,about_to_sleep
13913.0,143,1,42.22,hibernating
13915.0,31,1,70.80000000000001,promising
13916.0,100,4,1275.81,at_risk
13919.0,61,2,975.87,about_to_sleep
13920.0,68,4,1774.6799999999998,loyal_customers
13921.0,39,4,730.7000000000002,loyal_customers
13922.0,74,2,692.95,hibernating
13927.0,74,1,359.27,hibernating
13929.0,53,9,2651.45,loyal_customers
13931.0,29,9,4019.8500000000004,loyal_customers
13935.0,233,3,6116.92,at_risk
13936.0,19,2,563.08,potential_loyalists
13937.0,39,1,721.2800000000001,about_to_sleep
13939.0,68,4,992.41,loyal_customers
13941.0,9,11,6009.34,champions
13942.0,171,1,320.0,hibernating
13943.0,214,1,246.54000000000002,hibernating
13944.0,290,1,200.43,hibernating
13945.0,31,2,854.1499999999999,potential_loyalists
13946.0,13,3,1314.6599999999999,potential_loyalists
13948.0,48,3,446.76000000000005,need_attention
13952.0,17,12,9572.45,loyal_customers
13953.0,46,5,3125.0,loyal_customers
13955.0,12,1,222.20999999999995,new_customers
13957.0,54,3,458.25,need_attention
13958.0,16,8,4709.23,champions
13959.0,36,3,477.97999999999996,potential_loyalists
13961.0,29,1,538.4,promising
13962.0,72,1,193.25,about_to_sleep
13963.0,4,14,2347.33,champions
13964.0,24,2,438.90000000000003,potential_loyalists
13965.0,113,3,996.61,at_risk
13966.0,72,1,390.86000000000007,about_to_sleep
13967.0,33,1,85.6,promising
13968.0,60,1,123.66,about_to_sleep
13969.0,2,18,4311.93,champions
13970.0,23,2,846.55,potential_loyalists
13971.0,60,6,1909.31,loyal_customers
13974.0,219,1,264.13,hibernating
13975.0,30,6,2832.5600000000004,loyal_customers
13976.0,143,3,834.3800000000001,at_risk
13977.0,48,1,519.81,about_to_sleep
13979.0,30,6,2546.36,loyal_customers
13980.0,76,4,599.7800000000001,at_risk
13981.0,52,1,331.14,about_to_sleep
13982.0,2,6,2573.7799999999997,champions
13983.0,3,10,4505.02,champions
13984.0,3,8,1128.0900000000001,champions
13985.0,11,7,2960.7300000000005,champions
13987.0,16,2,682.54,potential_loyalists
13988.0,20,2,609.84,potential_loyalists
13989.0,101,3,759.9799999999997,at_risk
13992.0,17,2,142.7,potential_loyalists
13993.0,16,10,3309.3500000000004,champions
13995.0,16,9,2508.3199999999997,champions
13996.0,23,2,895.7600000000001,potential_loyalists
13997.0,156,3,382.30999999999995,at_risk
13998.0,83,3,566.7,at_risk
13999.0,11,17,5600.450000000001,champions
14000.0,51,4,1410.68,loyal_customers
14001.0,10,7,2487.01,champions
14003.0,369,1,209.41,hibernating
14004.0,30,4,1675.81,loyal_customers
14006.0,165,4,1234.48,at_risk
14007.0,149,1,79.48,hibernating
14008.0,69,1,509.04,about_to_sleep
14009.0,99,1,404.29999999999995,hibernating
14010.0,202,2,445.15,hibernating
14011.0,117,2,457.82000000000005,hibernating
14013.0,17,2,611.55,potential_loyalists
14014.0,13,2,1443.03,potential_loyalists
14016.0,33,7,7062.200000000001,loyal_customers
14017.0,208,1,229.75000000000003,hibernating
14018.0,282,1,367.1500000000001,hibernating
14020.0,113,2,606.2099999999999,hibernating
14021.0,11,4,1084.6799999999998,champions
14022.0,123,1,352.15,hibernating
14024.0,27,1,318.03999999999996,promising
14025.0,101,8,4057.9,cant_loose
14026.0,107,2,713.11,hibernating
14028.0,187,3,10396.5,at_risk
14030.0,3,14,5902.200000000001,champions
14031.0,2,27,23712.309999999998,champions
14032.0,3,6,1874.68,champions
14033.0,192,1,109.44,hibernating
14035.0,43,4,1428.6999999999998,loyal_customers
14037.0,115,4,689.75,at_risk
14038.0,34,2,1509.4999999999998,potential_loyalists
14039.0,212,1,115.08000000000001,hibernating
14040.0,23,23,9030.65,loyal_customers
14042.0,362,1,431.98,hibernating
14043.0,128,2,304.25,hibernating
14044.0,55,6,2470.2799999999997,loyal_customers
14045.0,10,13,9653.28,champions
14047.0,9,10,2946.42,champions
14048.0,19,2,338.76,potential_loyalists
14049.0,24,9,7557.3099999999995,loyal_customers
14051.0,3,15,6823.610000000001,champions
14052.0,27,1,255.44999999999993,promising
14053.0,34,2,312.05,potential_loyalists
14055.0,214,2,795.3199999999999,hibernating
14057.0,18,5,2190.88,loyal_customers
14058.0,99,2,469.19000000000005,hibernating
14060.0,3,13,3378.66,champions
14061.0,144,3,917.43,at_risk
14062.0,11,12,15139.350000000002,champions
14063.0,75,9,22710.2,cant_loose
14064.0,67,10,1978.68,loyal_customers
14065.0,26,3,891.02,potential_loyalists
14068.0,240,3,1262.5200000000002,at_risk
14069.0,151,2,230.06,hibernating
14070.0,321,1,326.55,hibernating
14072.0,303,1,390.8500000000001,hibernating
14074.0,260,1,219.4,hibernating
14075.0,40,3,792.61,need_attention
14077.0,32,1,115.66000000000001,promising
14078.0,10,4,643.26,champions
14079.0,319,1,243.63,hibernating
14080.0,50,4,1070.0800000000002,loyal_customers
14081.0,6,9,4435.58,champions
14082.0,29,1,231.11000000000004,promising
14083.0,8,3,388.83000000000004,potential_loyalists
14084.0,149,1,150.5,hibernating
14085.0,5,16,5656.43,champions
14086.0,99,1,39.95,hibernating
14087.0,41,2,651.8,about_to_sleep
14088.0,43,3,13544.99,need_attention
14091.0,291,2,9530.080000000002,hibernating
14092.0,11,10,3152.54,champions
14094.0,76,1,335.21999999999997,hibernating
14095.0,359,1,2.95,hibernating
14097.0,118,2,422.86,hibernating
14099.0,12,9,2661.5400000000004,champions
14101.0,25,7,3985.14,loyal_customers
14103.0,302,1,0.0,hibernating
14104.0,26,3,555.37,potential_loyalists
14105.0,45,4,4722.6,loyal_customers
14106.0,374,1,214.79999999999998,hibernating
14107.0,85,4,2174.0699999999997,at_risk
14108.0,368,2,447.05,hibernating
14110.0,72,21,7304.799999999999,loyal_customers
14112.0,88,6,2919.4399999999996,at_risk
14113.0,12,12,5252.1900000000005,champions
14114.0,32,5,977.5600000000001,loyal_customers
14115.0,138,2,622.67,hibernating
14118.0,65,1,458.45,about_to_sleep
14119.0,12,2,183.37,potential_loyalists
14122.0,43,3,362.41999999999996,need_attention
14123.0,370,1,436.18,hibernating
14126.0,81,1,466.33,hibernating
14127.0,17,3,1190.3700000000001,potential_loyalists
14128.0,188,1,286.71,hibernating
14129.0,36,4,1467.48,loyal_customers
14130.0,12,3,1398.81,potential_loyalists
14131.0,285,1,187.87000000000003,hibernating
14133.0,370,1,305.5,hibernating
14134.0,19,15,11123.35,loyal_customers
14135.0,4,11,4953.610000000001,champions
14136.0,37,5,1570.81,loyal_customers
14137.0,332,1,332.7,hibernating
14139.0,127,3,670.98,at_risk
14142.0,10,2,671.3399999999999,potential_loyalists
14144.0,123,1,30.599999999999998,hibernating
14145.0,96,3,3857.85,at_risk
14146.0,20,7,5259.299999999999,loyal_customers
14147.0,25,7,2106.8,loyal_customers
14148.0,51,1,309.09000000000003,about_to_sleep
14151.0,310,2,679.45,hibernating
14152.0,24,5,1376.05,loyal_customers
14153.0,120,1,233.39999999999998,hibernating
14154.0,18,6,5115.08,loyal_customers
14156.0,8,102,196566.74,champions
14157.0,26,3,569.9,potential_loyalists
14159.0,16,9,3245.0,champions
14160.0,247,7,8421.47,cant_loose
14161.0,6,5,2208.36,champions
14163.0,99,1,148.70999999999998,hibernating
14166.0,142,2,256.84999999999997,hibernating
14167.0,101,4,721.6500000000001,at_risk
14168.0,57,2,370.45,about_to_sleep
14169.0,67,2,624.43,about_to_sleep
14170.0,12,3,597.3299999999999,potential_loyalists
14171.0,367,1,135.0,hibernating
14172.0,242,3,402.7199999999999,at_risk
14173.0,278,2,135.16,hibernating
14175.0,55,5,4456.579999999999,loyal_customers
14176.0,4,2,339.10999999999996,potential_loyalists
14177.0,18,9,1669.9299999999998,loyal_customers
14180.0,9,9,1570.7300000000002,champions
14181.0,47,2,310.55,about_to_sleep
14182.0,80,4,678.7700000000001,at_risk
14183.0,48,2,286.28999999999996,about_to_sleep
14186.0,64,5,1550.6299999999999,loyal_customers
14187.0,110,1,123.5,hibernating
14189.0,5,2,1160.31,potential_loyalists
14190.0,303,1,79.9,hibernating
14191.0,31,2,132.9,potential_loyalists
14192.0,25,1,293.74,promising
14193.0,33,1,356.8,promising
14194.0,29,15,7321.07,loyal_customers
14195.0,76,4,1603.6000000000001,at_risk
14197.0,47,1,390.05,about_to_sleep
14198.0,37,5,868.33,loyal_customers
14199.0,60,3,906.3,need_attention
14200.0,254,1,379.2000000000001,hibernating
14201.0,46,3,446.1,need_attention
14202.0,18,3,847.76,potential_loyalists
14203.0,34,1,339.34,promising
14204.0,59,3,901.9300000000001,need_attention
14205.0,31,7,1947.4999999999998,loyal_customers
14206.0,25,2,856.8499999999999,potential_loyalists
14207.0,324,1,157.8,hibernating
14208.0,188,1,415.31,hibernating
14209.0,22,9,2919.84,loyal_customers
14210.0,8,11,3955.68,champions
14211.0,48,9,2161.1899999999996,loyal_customers
14212.0,82,1,1119.6599999999999,hibernating
14213.0,41,1,1192.2,about_to_sleep
14215.0,5,4,1626.6100000000004,champions
14216.0,51,1,310.74,about_to_sleep
14217.0,3,7,1411.91,champions
14219.0,46,2,543.8900000000001,about_to_sleep
14220.0,204,2,882.6,hibernating
14221.0,86,8,3084.6899999999996,cant_loose
14224.0,27,5,847.78,loyal_customers
14225.0,71,4,2037.0199999999998,loyal_customers
14226.0,78,1,770.3399999999999,hibernating
14227.0,51,5,3017.75,loyal_customers
14228.0,74,3,745.5,at_risk
14229.0,40,4,1046.8400000000001,loyal_customers
14230.0,72,3,979.8000000000001,need_attention
14231.0,87,1,309.91,hibernating
14233.0,102,3,1441.5500000000002,at_risk
14235.0,135,4,1573.1299999999999,at_risk
14236.0,9,4,1253.7800000000002,champions
14237.0,10,2,471.14,potential_loyalists
14238.0,299,2,287.38000000000005,hibernating
14239.0,68,10,1882.3200000000002,loyal_customers
14240.0,60,1,357.15,about_to_sleep
14241.0,333,1,120.0,hibernating
14243.0,2,8,4842.280000000001,champions
14244.0,297,1,366.41999999999996,hibernating
14247.0,41,4,635.89,loyal_customers
14248.0,96,2,730.3699999999999,hibernating
14249.0,47,12,5625.461,loyal_customers
14252.0,18,1,350.99,promising
14253.0,130,2,363.4,hibernating
14254.0,69,1,601.03,about_to_sleep
14255.0,183,1,1000.63,hibernating
14256.0,128,3,1504.93,at_risk
14257.0,17,4,2854.7300000000005,loyal_customers
14258.0,32,16,19381.36,loyal_customers
14260.0,108,3,824.2800000000001,at_risk
14263.0,60,1,322.93,about_to_sleep
